Date,Open,High,Low,Close,Volume,Market Cap
Apr-25-2022,60.2549,60.5576,60.2003,60.5576,639.4256756756756,3533541555.0622067
Apr-24-2022,58.9135,60.4003,56.1562,60.2549,1549.6173475249582,3378011169.3734307
Apr-23-2022,56.7435,62.7003,56.6469,58.9135,1633.7407126591118,3424592815.336359
Apr-22-2022,59.5648,59.5905,51.3915,56.7893,1978.9782647026818,3374079002.842376
Apr-21-2022,59.77676801796432,60.7302,59.0512,59.5023,10203.67178896949,3498062698.209731
Apr-20-2022,56.7958,66.382,56.6539,59.77676801796432,2998.546560655849,3649075233.63149
Apr-19-2022,62.0447,62.0447,56.0677,56.7958,514.9759853247425,3409985548.042699
Apr-18-2022,61.1896,62.561,60.7856,62.0447,24414.82125603865,3593678342.8909283
Apr-17-2022,54.6464,61.2448,54.5332,61.1896,13768.571117780592,3407322693.871176
Apr-16-2022,61.3414,61.3414,54.6442,54.6628,2050.6302289496443,3312397600.5554314
Apr-15-2022,53.0769,61.4645,51.931,61.3414,630.7053869266337,3408355730.26397
Apr-14-2022,54.8969,55.3082,53.0069,53.0979,210.75241470336982,3210008462.227612
Apr-13-2022,63.3502,63.8175,54.3173,54.8969,230.4922703440634,3366205258.9612017
Apr-12-2022,57.6581,63.4921,57.6581,63.37,130.19558501243228,3607071061.0517607
Apr-11-2022,57.7175,57.7175,57.5893,57.6581,43.36065573770492,3365329763.830956
Apr-10-2022,64.2323,64.3794,57.3869,57.6879,1173.0894224585609,3504631261.8177495
Apr-09-2022,63.6651,63.6651,63.6651,63.6651,80,3715954643.3616
Apr-08-2022,62.307,63.6651,62.2617,63.6651,127.74050637950435,3670974761.6943593
Apr-07-2022,60.8037,62.6021,60.5787,62.1783,168.23714547293713,3600761527.0979047
Apr-06-2022,61.5404,61.5404,59.5188,60.9193,306.45202314744955,3533333749.5424895
Apr-05-2022,61.5404,61.5404,61.5404,61.5404,215,3591941819.526412
Apr-04-2022,61.4504,61.599,61.2282,61.5404,214.95138888888889,3590387630.269257
Apr-03-2022,61.431533239582606,61.7364,59.7426,61.4621,370.7516225635156,3546811225.467143
Apr-02-2022,68.99410643835489,69.3424,61.3412,61.3941,2496.984986217778,3947908771.2832546
Apr-01-2022,63.8895,70.5,61.48302683319114,68.99410643835489,2815.373608740692,3879666753.4590364
Mar-31-2022,63.8383,64.2282,62.6929,63.8895,2562.464479457303,3716782389.401821
Mar-30-2022,65.9931,68.5774,63.635,63.8383,16257.864012536334,3857626770.4857154
Mar-29-2022,68.1147,68.258,54.9156,66.1291,3151.891658459682,3860143285.097215
Mar-28-2022,67.15124091909898,70.1358,67.15124091909898,67.9687,9634.196117371455,4006668713.0862536
Mar-27-2022,65.8242,68.6202,65.3904,67.15124091909898,6978.676829318125,3899629919.717566
Mar-26-2022,62.9519,65.8242,60.3784,65.8242,9687.457343882565,3627289534.69812
Mar-25-2022,62.2588,63.0896,60.159,63.023,40511.13615023474,3635453099.322167
Mar-24-2022,57.7532,70.0877,53.8243,62.1387,2502.7752607865773,3744006485.7318163
Mar-23-2022,60.6759,61.3914,53.7494,57.7532,7126.546740771283,3382043554.4383755
Mar-22-2022,59.0831,60.6759,57.4172,60.6759,29466.053318129158,3444898549.7181554
Mar-21-2022,53.6101,60.6034,53.4807,59.0831,31975.292681265084,3386461806.795153
Mar-20-2022,54.6636,54.8772,53.4371,53.6101,135.26774789532905,3154115184.7880197
Mar-19-2022,59.0818,59.2268,54.003707055204906,54.6636,2702.303078634698,3238399125.732584
Mar-18-2022,59.8407,62.1005,53.6602,58.9603,7053.737915569805,3448952765.11745
Mar-17-2022,56.2411,60.4412,49.7222,59.8927,27715.839210721344,3237887037.399737
Mar-16-2022,49.651,56.5136,49.370923800692864,56.2411,12214.327288711287,3162225514.50644
Mar-15-2022,50.8517,54.3657,47.5288,49.651,1958.8291210306031,2935159289.128153
Mar-14-2022,49.7653,51.7156,48.678,50.9539,2523.0748512961586,2920930058.960147
