Date,Open,High,Low,Close,Volume,Market Cap
Apr-25-2022,0.02139309150407776,0.02173033956967954,0.02061512736512833,0.020951374581254643,94.1552912874088,1879301955.701301
Apr-24-2022,0.02180908997100609,0.021833660600422737,0.02130775334365423,0.02139309150407776,66.23631104969047,1893365092.5966887
Apr-23-2022,0.02268035492644918,0.0228275306006295,0.02180908997100609,0.02180908997100609,237.09944750975998,1957935822.0714998
Apr-22-2022,0.02087852074813168,0.022895438409070767,0.02087852074813168,0.022698647627442337,187.91447368421052,1889564746.7601783
Apr-21-2022,0.021028516759345302,0.021311993231692226,0.020722759598031604,0.02087852074813168,212.47046130115183,1861742201.6840456
Apr-20-2022,0.022269055628334984,0.02275057859409364,0.0208787941886112,0.021028516759345302,206.29839779468085,1937917416.873443
Apr-19-2022,0.02048720361123686,0.022311063256542862,0.02048720361123686,0.022269055628334984,126.24658691406,1857378632.576256
Apr-18-2022,0.02048720361123686,0.02048720361123686,0.02048720361123686,0.02048720361123686,0,1811288808.0349712
Apr-17-2022,0.02048720361123686,0.02048720361123686,0.02048720361123686,0.02048720361123686,92,1811288808.0349712
Apr-16-2022,0.020914113681833133,0.02097834782092715,0.02048720361123686,0.02048720361123686,93.98539462389637,1840422369.5536053
Apr-15-2022,0.021430404640121515,0.0216023945351337,0.020713356259335597,0.020914113681833133,759.2733070121321,1885799899.9819653
Apr-14-2022,0.02141412421334712,0.02157455533059821,0.021369068796125903,0.021430404640121515,1125.5999005635522,1897361221.3918056
Apr-13-2022,0.02220753737577735,0.02220753737577735,0.0211880592482221,0.02141412421334712,1090.3350942860488,1921593060.7996006
Apr-12-2022,0.021688739916047077,0.02225594120256664,0.02150844874945873,0.02220753737577735,1913.2107758698655,1936811576.1238856
Apr-11-2022,0.020469298969542936,0.022766966918948667,0.020469298969542936,0.021688739916047077,1418.076308632925,1928813904.9676163
Apr-10-2022,0.020469298969542936,0.020469298969542936,0.020469298969542936,0.020469298969542936,133,1809705845.4341428
Apr-09-2022,0.02059054987427557,0.02059054987427557,0.02059054987427557,0.02059054987427557,134,1820425727.5065725
Apr-08-2022,0.02059271743089599,0.02059271743089599,0.020199679981398908,0.02059054987427557,132.68729115180273,1806014628.028302
Apr-07-2022,0.02059271743089599,0.02059271743089599,0.02059271743089599,0.02059271743089599,0,1820617362.7888563
Apr-06-2022,0.02059271743089599,0.02059271743089599,0.02059271743089599,0.02059271743089599,0,1820617362.7888563
Apr-05-2022,0.02059271743089599,0.02059271743089599,0.02059271743089599,0.02059271743089599,0,1820617362.7888563
Apr-04-2022,0.02059271743089599,0.02059271743089599,0.02059271743089599,0.02059271743089599,0,1820617362.7888563
Apr-03-2022,0.02059271743089599,0.02059271743089599,0.02059271743089599,0.02059271743089599,10,1820617362.7888563
Apr-02-2022,0.020476517485945,0.020603105353043744,0.02030966002811152,0.02059271743089599,9.999806271322786,1817901489.5575063
Apr-01-2022,0.020590291584950893,0.02096319568784605,0.020452910102193377,0.020476517485945,41.40743632649302,1828283141.9128096
Mar-31-2022,0.01898114064905189,0.020701326004470867,0.0186405758910585,0.02052118062742768,168.33540738363507,1754241291.459205
Mar-30-2022,0.023659547478564996,0.023659547478564996,0.018920692506679018,0.01898114064905189,442.06077028671234,1724038240.2603488
Mar-29-2022,0.023659547478564996,0.023659547478564996,0.023659547478564996,0.023659547478564996,0,2091758073.1999898
Mar-28-2022,0.023659547478564996,0.023659547478564996,0.023659547478564996,0.023659547478564996,10,2091758073.1999898
Mar-27-2022,0.0235969424087925,0.023759743560237228,0.023515468810831296,0.023659547478564996,10,2091374653.2508483
Mar-26-2022,0.022541921073169928,0.0235969424087925,0.02245078257080977,0.0235969424087925,13.950173160491225,2011760856.8533652
Mar-25-2022,0.021276152447384383,0.02259121797796254,0.021276152447384383,0.02256738260325487,13.330708661417322,1948665948.158064
Mar-24-2022,0.021276152447384383,0.021276152447384383,0.021276152447384383,0.021276152447384383,0,1881040357.5457225
Mar-23-2022,0.021276152447384383,0.021276152447384383,0.021276152447384383,0.021276152447384383,32,1881040357.5457225
Mar-22-2022,0.02134432393787018,0.021783168297293137,0.02101870372658757,0.021276152447384383,182.97724597894174,1880833028.2632666
Mar-21-2022,0.020167950744701783,0.02200260353561228,0.020167950744701783,0.02134432393787018,526.682769220509,1899337010.1315317
Mar-20-2022,0.020167950744701783,0.020167950744701783,0.020167950744701783,0.020167950744701783,714,1783063426.2278135
Mar-19-2022,0.02042482516058023,0.020474961461230533,0.020137272693329152,0.020167950744701783,715.2228571428572,1786459399.1811612
Mar-18-2022,0.021298460469829306,0.02497854324019742,0.020135367848628072,0.020382832314623685,543.6610808581853,1838301801.2615454
Mar-17-2022,0.019550329313641823,0.02152252448296918,0.019265394194373796,0.02131696628454945,389.7615067663306,1827690344.2065878
Mar-16-2022,0.021096560094962632,0.02130419845525629,0.01950565998482198,0.019550329313641823,60.05536130115815,1840294950.3744102
Mar-15-2022,0.02086262983301448,0.021643002349615397,0.01989884654257559,0.021096560094962632,95.09951417060255,1820762850.953993
Mar-14-2022,0.02117400932852467,0.021237331140241344,0.02005482302858085,0.020904554680746347,188.18859473220272,1825389737.8077233
Mar-13-2022,0.021700457071387576,0.02392186476400236,0.020636761717272124,0.021208266677588343,269.5216846792137,1906081799.1770363
Mar-12-2022,0.02180338067773804,0.02446682372824811,0.021578027768010283,0.021700457071387576,356.92707947645016,1975570267.4132552
